booking_id,passenger_key_hash,flight_id,booking_date,status,seat_number,status_valid_flag
B1358,e453e79b699aadfa85bc39c7dd2730f841d1f87123c949fdea49d3dc23717e6b,AI053,2025-06-22 11:37:36.951,PENDING,20A,True
B1359,7d9b9205eaa991d8de68f47eaf6e4897bc0e9bafbd038c8c0a2c69e4f77b4a6e,AI241,2025-10-22 11:37:36.951,CONFIRMED,14E,True
B1360,547d9344fb2018b3014f8911219667d36401d2e162a40cb2f7f9302c1a662630,AI105,2025-06-15 11:37:36.951,,18D,False
B1361,7367c04f5225397375bd5fdbf583232e6c813b63fac8efd4b7f203061fd3d10f,AI110,2025-08-24 11:37:36.951,PENDING,13F,True
B1362,8a476547d4cf963e230232a65adb7a9aa6ed589ac5f4438a7f13da335fe22741,AI252,2025-10-22 11:37:36.951,CONFIRMED,15B,True
B1363,11e7405e976ffe2fd78666cff7c08b5698c1ab4dc4b8917abe86e0e24ee45002,AI149,2025-12-14 11:37:36.951,CANCELLED,3B,True
B1364,35430287391de581e621b9614f829be68e799590a1abee63f4e54e7644d50cd3,AI224,2025-09-09 11:37:36.951,PENDING,23F,True
B1365,48d0441e3c09dcd5670121d6361a6d933c03274afe1b985e939e761d08ce4230,UK158,2025-07-03 11:37:36.951,CANCELLED,15B,True
B1366,22835d7fd4e730004943432a725d5399017d2cc18d365af87afbd06573c156c6,6F125,2025-05-05 11:37:36.951,CANCELLED,25E,True
B1367,0211dba0308362d09d12cce5048bc85a2ef253da3e6168f427992abe6729bcef,UK164,2025-12-14 11:37:36.951,CONFIRMED,18A,True
B1368,ff421e0eb5002c2a9944fa12b0d74fc8ef50622bbeebbfa26b19f0e802effd18,UK007,2025-12-26 11:37:36.951,CANCELLED,1E,True
B1369,9585a6fe9fdeb56c2583cf346135f842c524d064c6d136b701ea94cc32f44710,6F118,2026-03-18 11:37:36.951,PENDING,15F,True
B1370,c754e805cc58c13693de3d6bbaf4ca473b79a20bc39a95d391a14ba226b28c30,SJ004,2026-01-01 11:37:36.951,CANCELLED,19C,True
B1371,21e853f3600aad697c0928b58f515b7db0f6d7820db35fe3ca776dc81c2a0308,6F206,2025-09-25 11:37:36.951,CANCELLED,15E,True
B1372,63e1c2ff2767ca8ceed81263ce666870649190fbb395864203e8c6a17db4f468,SJ130,2025-05-11 11:37:36.951,CANCELLED,11D,True
B1373,c24146553498b11133c73b471f128c4034fbbc101da3d55d16b786b97abc6fc3,SJ070,2026-02-14 11:37:36.951,CANCELLED,22F,True
B1374,10d6d6ecb2a19a228670bab3cf934566fd9976ff05b8628d509958a3af826188,AI085,2025-04-24 11:37:36.951,CANCELLED,7F,True
B1375,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,SJ109,2025-09-02 11:37:36.951,CONFIRMED,15B,True
B1376,b4fdf273d54b2ade5506a89ba09603e0594ca44b488621e16852cbc787ac395d,AI168,2025-08-24 11:37:36.951,PENDING,16B,True
B1377,9dbf68e071e2c1bc37c5acc4c1e6272d719672928db5a6393249fee4ee9951b0,UK123,2025-10-24 11:37:36.951,CONFIRMED,26A,True
B1378,5ad895f805352bd089d1618e6d92731687f52b9ec12045b5cfe70faa0821e0fd,UK110,2026-01-16 11:37:36.951,PENDING,30D,True
B1379,735846a90b8720be80c983aef65b04a379a43e86c0f4a8ccc5310b77f7271dff,AI206,2025-11-02 11:37:36.951,PENDING,31C,True
B1380,013d99516c3b5284e05ed24e98fead9f9c3fc2ccc5886314c7ff6b72aa3a2482,6F007,2026-04-16 11:37:36.951,PENDING,6B,True
B1381,15fd27eb5581a4470d632fb8f63f155f85e2ae84e05544a2f9e169da810e6711,SJ013,2025-11-11 11:37:36.951,PENDING,33A,True
B1382,cdc2e6ec383396f644a32ca366118b4a309e0ffe202578b23ed4ccdd0d0099d4,UK061,2025-09-19 11:37:36.951,PENDING,20D,True
B1383,2271c9268b10ca16a8458505c1f7f05fe98580f7411f2245579a82ba80687066,AI010,2025-09-24 11:37:36.951,CANCELLED,8C,True
B1384,ab354da3fa71b24d589ecd87a5023da29288a6d317b2edd06829a827f500fbb6,AI024,2025-05-16 11:37:36.951,CONFIRMED,11D,True
B1385,10ec5467b62dbd27378d1fff18fea368e3c6a52b3c796c8ea97fe8fbf30db16f,UK130,2025-06-08 11:37:36.951,CONFIRMED,30B,True
B1386,79033b56d853693270e1b765fcd2c2250f8517228f25b69ce7432d748caae205,AI161,2026-03-12 11:37:36.951,CANCELLED,10A,True
B1387,fbfdae7167ca504fb6574b58058717aec2eb950ea169dfd4a4e81f4a4d437af7,SJ208,2025-07-23 11:37:36.951,PENDING,24F,True
B1388,f4133d1257c4df22d1f3160f167fa0b82a2d16ffc2fa6076b0dd622aa9284cbf,6F038,2025-09-23 11:37:36.951,INVALID,8D,False
B1389,8e26350544cae3f0f70ce8db62951546a2e8e09af01719b2917ac5c05e1798cc,6F085,2026-02-22 11:37:36.951,,30D,False
B1390,7aa176d0a5f6a996e7fe57dec83784416fe6d898c98ce4815d2a6492d57a6472,SJ028,2026-03-09 11:37:36.951,CANCELLED,8C,True
B1391,0e699f0e06c390e586417eb020e3a0d80b33e618c62a55599068d510c850b9e3,SJ084,2025-11-26 11:37:36.951,CONFIRMED,21F,True
B1392,dd0d4f009ccd8b20446938da00fde4d16ce9a707f7318dd1f54c3dafd7e07f28,AI139,2026-03-27 11:37:36.951,CONFIRMED,21D,True
B1393,06cf5fba4db048c6700c1058a21ce384bf0093a18e77441744df25a610cba230,UK179,2026-04-06 11:37:36.951,PENDING,26E,True
B1394,37f70e517d13b58c91152dc3c591320d5d08e0be15019d148e5655232948953a,6F256,2025-07-23 11:37:36.951,PENDING,23F,True
B1395,3c5a756d3cd50af2c1cceb589f32a40d1a67aed43e64136cfbab05982a63230e,UK023,2026-02-10 11:37:36.951,INVALID,23B,False
B1396,cb8500518a266d0a024d0a16e212d8f568a9d5a6ff092b0c3a15c9f2851823d4,AI039,2025-08-03 11:37:36.951,,13E,False
B1397,8537c2efa30e935deb54fe09333c46fc8c4a8e94c6a0d5071c78a160d734748f,UK190,2026-02-05 11:37:36.951,CANCELLED,28D,True
B1398,4501ed1c58dd1fd2e579358f8d11c8862f6f538680eb712ec38db5827d52e883,6F224,2026-02-04 11:37:36.951,PENDING,3E,True
B1399,fcba60f55cac724244b245a65498aa46e73d352ad9540883c0139d3ddab15a1f,UK221,2025-05-31 11:37:36.951,PENDING,7A,True
B1400,d4b256a73ebbf0e5b9719293cd5872b7a42284f944c914c2bd3b5a53a3ea41fd,SJ107,2026-04-02 11:37:36.951,CANCELLED,12F,True
B1401,3d817a3baaeab5918782cebbce2614e3be8b2aa2e4a7d6573775ad000da95c0a,UK155,2025-04-20 11:37:36.951,,21D,False
B1402,7f8a4f8fcffd556d60cdd9cb6d9881c5f0952f211e879052948e285011a4da4c,UK183,2026-03-21 11:37:36.951,CANCELLED,7E,True
B1403,6515520768c95a5f9eb8e00e887f960da5f9152736525f43c985a851f5bbec35,SJ203,2025-05-08 11:37:36.951,PENDING,26A,True
B1404,6c78ca347eb017af2b5b06207cb1dbb8974d9429ed43b397a5e91b4af78ada20,6F253,2026-03-07 11:37:36.951,INVALID,16A,False
B1405,5878c05908f7ccf9727182c3c14470e84de2a2d890aa6a301ecb7dbde8b34ef3,AI100,2025-08-26 11:37:36.951,PENDING,32F,True
B1406,1f48e7b58235f1c6c2b7353190b545fb09ec1a460a4d9b3700a2542cb336f9ad,6F140,2025-06-24 11:37:36.951,CONFIRMED,15D,True
B1407,bb9132d26cbca0e016df03b78092d28936b000d4e484bc0e3b0a154484a240ed,UK048,2025-08-26 11:37:36.951,CONFIRMED,25A,True
B1408,9e9cdc2bf4b91e70025e63cc7ea079b158f64e6d9631a7cc43556b9c29593df6,SJ204,2025-07-29 11:37:36.951,CONFIRMED,12F,True
B1409,5d042d25d06d51fbd78a2786c9f26c209908332be3a106bd04d4ca9068850202,UK105,2026-03-24 11:37:36.951,CONFIRMED,28C,True
B1410,881c00d2b84a6a006122b3980c9909139c98b62633c8c1648e5b2e9f4045482f,AI098,2026-04-13 11:37:36.951,CONFIRMED,32C,True
B1411,ae37fa4a6e4efefde12bd52af53066456a5c1b5a8b5ad036317a0dc0218e0db1,6F013,2025-10-12 11:37:36.951,CANCELLED,1A,True
B1412,9c90f9d7d09cf46dbd5bc724a796b3ce1fd1c65d9a531c50bfe36465f539c681,6F128,2025-11-18 11:37:36.951,CANCELLED,28E,True
B1413,8249f45e7acc37f4632d0a259fbec44a4ed875f9ba9f655e0c57b224d001a1f9,SJ038,2025-10-05 11:37:36.951,,14A,False
B1414,2d65aaff1dc20486978ace9c77e94bad4e166cd3201e51cc01a636e375a3a606,SJ182,2026-01-07 11:37:36.951,CONFIRMED,25F,True
B1415,3fd6c6a6cc99badcd994e57f26eb48e6a13687640d02d155eaed0cece624ed0e,6F199,2026-03-22 11:37:36.951,PENDING,23B,True
B1416,c8666e35e4376147daa64fbecafd2397fec3516cc643574c7d70e26fb1040f2a,SJ187,2025-08-17 11:37:36.951,CANCELLED,20B,True
B1417,1e373aeda1556f7d6017e2900a519b40e81a9d833fb84176f353c5077e2b2936,AI182,2025-08-18 11:37:36.951,PENDING,8E,True
B1418,d9b6a9917a89ffe75a69702b745bac5690f52c4610df6ffa7c927dbe92f70f16,SJ027,2025-05-04 11:37:36.951,PENDING,19D,True
B1419,39d03c4167d7676d221533e473f0d21870452dfa5c4ba1cac63e2c5696ebf8b0,SJ062,2026-01-20 11:37:36.951,CONFIRMED,20E,True
B1420,69fd58484aa6c379bc58b3399dcf2fa5c864da1db856d20cf157bb901840fd88,SJ161,2026-02-24 11:37:36.951,CONFIRMED,27B,True
B1421,028cb64631392a377977c87bedcb83b08efa3795ef7252615e60dd9e8b72102e,UK058,2025-10-03 11:37:36.951,,23C,False
B1422,90b4e732ed7b857b631db1628f6d3aacca64e3954d38a803da76f97f588eaec2,AI181,2026-01-04 11:37:36.951,CANCELLED,12D,True
B1423,24408563e5a55389f4d0c14b5c0ea4c58f2f5884eb1733220397e93a75c7007c,AI003,2025-06-12 11:37:36.951,CONFIRMED,14A,True
B1424,54880709cf829c2d0d703d6ee6f77deed4c47aeb026f35def2f7a6b2e789432d,6F150,2025-11-05 11:37:36.951,CANCELLED,11D,True
B1425,0c217e152ccd55f1a535c71a74417b87d18517d362761af9e40aec699d050137,SJ175,2025-06-28 11:37:36.951,CANCELLED,34E,True
B1426,370a5d9b1e3c152abd94138f869cda838b8cbfee5c965e3d0343efe0bebe74d5,6F041,2025-12-15 11:37:36.951,CANCELLED,17C,True
B1427,228617b3e082657a58da30650b2fb1949a3b5e0caac340093eef48a1c41397dc,SJ040,2026-04-15 11:37:36.951,CANCELLED,16E,True
B1428,0271a1d8f8a99a208013ae3a75d36081e26d30472bc25ced8ac6dd1fcde8a2a0,6F020,2025-06-17 11:37:36.951,CONFIRMED,27C,True
B1429,26376445980d26bc12941def79163d953b953328c691492cb9be226039995e6e,AI248,2025-05-08 11:37:36.951,CANCELLED,27B,True
B1430,9d2990bf14adf28987ad0230c0d32cf41e5dd7c9fe67790ce87de1a0d14dfc34,SJ016,2026-02-08 11:37:36.951,CONFIRMED,11A,True
B1431,6cb07625c8ce61e7fb453d4f324e936581ec3f8f5a9910869e86bf2226480e9b,UK204,2025-11-21 11:37:36.951,CONFIRMED,31C,True
B1432,bb7774ccaf953afb4ae638b67587b7b5f0570cabfbbdf5e8da80edee03a0829e,6F211,2025-09-02 11:37:36.951,CANCELLED,9B,True
B1433,c7ccf6a417208a4d93399733f39ed59bee1b97558dd765c7045aa071123b4d68,SJ166,2025-05-07 11:37:36.951,CONFIRMED,5B,True
B1434,299bf2b46c2d2014c31c4e663242cf1252c7b080d88cce3b4a92f83b74d0b156,AI036,2025-10-19 11:37:36.951,PENDING,30C,True
B1435,080a17634682e71ccff40216f33d1db23888846acac37c1bcd92906b217651d1,SJ215,2025-09-18 11:37:36.951,CONFIRMED,1E,True
B1436,142269fb0b4837a6e59968db67dd27409803d9d8ee3cfcd2f7b6e12f15b26ada,AI076,2026-01-05 11:37:36.951,CONFIRMED,20B,True
B1437,025863560afc7b8c9b2bb07f8c9b0b0e121df2fbbbe2f5a805e4307afc34d9a0,SJ012,2025-11-28 11:37:36.951,CANCELLED,24A,True
B1438,c69e01f1f8c5b49bd6cf223cf519595b36def4bdcaa285f1453b19422941dcc4,AI073,2026-04-01 11:37:36.951,,20D,False
B1439,a04db1b85ec66df8d551e8c37b9b69bc4e1ff6bc91c7992d9d371ebf4f5d58c4,SJ173,2025-11-09 11:37:36.951,CONFIRMED,27E,True
B1440,cb63a34e951c83ee61425ccfca410cae16bee83cbaec915c07c10ce5ef44a375,AI193,2026-03-09 11:37:36.951,CANCELLED,25E,True
B1441,7a73ce2a7fc78ef30e7d3767823226ec53bad36409ec5e2d54d4373e77bfd26e,SJ131,2025-09-22 11:37:36.951,INVALID,13A,False
B1442,0a093d698b33ad8f3a16b652d006c66718f552e2709910d5db13ce04faab6a6a,AI225,2025-06-02 11:37:36.951,PENDING,11E,True
B1443,022b671b6c1a787f8e18f8f36dbe7fcbf50142158932d527006569dbebe96b3d,AI190,2025-10-09 11:37:36.951,CANCELLED,9E,True
B1444,b65304c929ac9ac90b919fca5846a082845092de07e4a41e87a5f1f26d69276c,SJ238,2025-12-25 11:37:36.951,CONFIRMED,7B,True
B1445,932990ec1a7797587578bdc8611fb94c98f194f57adeb99310c649a427a396c1,6F005,2025-12-21 11:37:36.951,PENDING,5F,True
B1446,ff028e62663a2d3fc2b4ac99baea8e4e38a5abad0e16a0661e0a49f39b6c64ea,UK136,2025-09-25 11:37:36.951,PENDING,23C,True
B1447,09d9f20b170cb65e13df0168ee65b5e40907a45c66b98230f59d7dd60c63a13a,SJ063,2025-05-21 11:37:36.951,CONFIRMED,15F,True
B1448,06cf5fba4db048c6700c1058a21ce384bf0093a18e77441744df25a610cba230,6F175,2025-11-21 11:37:36.951,CANCELLED,9E,True
B1449,a3a748f0e1d1d03123dca2f1ec659ecfa1e3393ea2b8f22a46ae8c38d64eea8a,AI037,2025-05-23 11:37:36.951,PENDING,19A,True
B1450,c70935e216f396d69290bd6a36aa1f5ea38bdf31d34c313050e37f1f42d428af,UK225,2025-11-11 11:37:36.951,CONFIRMED,21C,True
B1451,fff5e2b2b327cbbbd75cfa1cec294713fdec51c162b57a10856ce07ffc06c27d,AI141,2025-05-20 11:37:36.951,CONFIRMED,15E,True
B1452,7a73ce2a7fc78ef30e7d3767823226ec53bad36409ec5e2d54d4373e77bfd26e,6F172,2026-01-26 11:37:36.951,PENDING,3E,True
B1453,214570e8e57cbbedb0b4b324f9d19943a962fe8291da22434f634a5989e07f18,6F219,2026-02-07 11:37:36.951,CANCELLED,16F,True
B1454,ab64cb415612e62b2e83997f579ce67fe17cc0a0720320eefb864759ac62606c,AI045,2025-08-16 11:37:36.951,PENDING,8E,True
B1455,109ca04420be7bd482269ed2ae4255dcd71241c4ba0ccae0fec8c698ff0eb2ae,AI198,2026-04-12 11:37:36.951,CONFIRMED,30A,True
B1456,fb96f6804a99a12f7236eb188f60df8faf71dff19b717a27691417808a27d6f4,AI120,2025-04-24 11:37:36.951,PENDING,17F,True
B1457,4247c8365843695e9cf30d3275a93985871cdb957c8a5ea6dd92e44287754911,6F134,2025-06-11 11:37:36.951,CANCELLED,32D,True
B1458,593fee80959859d7d383c3e69ce7c146283f30f8e4abba15916346fcac056ee8,UK102,2025-11-19 11:37:36.951,CONFIRMED,10B,True
B1459,ffd7386b5130f996a8724381641ace5b1cff4a853c1553378584a30f244d5d3d,SJ199,2025-06-10 11:37:36.951,CANCELLED,1F,True
B1460,cd9411366cb12a607d6557d82dd84d79ce3f1a60fd3c3b1587ea7debd76f97f0,6F235,2025-10-01 11:37:36.951,PENDING,32E,True
B1461,af73e26b43f653fd66c79ebf74dc6440a04dc060b0b4fadc2ff2726a16a2c325,UK065,2025-10-14 11:37:36.951,PENDING,33F,True
B1462,cd9411366cb12a607d6557d82dd84d79ce3f1a60fd3c3b1587ea7debd76f97f0,6F135,2025-12-03 11:37:36.951,CANCELLED,26D,True
B1463,e5b07d8face3853f5042e4ebd798387247f04be2c406bacaf679ec9de5db41a3,SJ148,2026-02-10 11:37:36.951,PENDING,31C,True
B1464,e4a82b2a713097e6262aef24c33fd7d503c875339f1864d37634936f3a800a47,AI083,2026-03-07 11:37:36.951,CANCELLED,6B,True
B1465,9238aed697b53737552fb13265a728aa7c4afa319dee6756640baac14e5946db,UK024,2025-07-02 11:37:36.951,PENDING,5C,True
B1466,c78855de749f50c7f98e978b2cfdd41aa62ab578f4c1a64e282225ec59b10bc2,UK220,2025-04-27 11:37:36.951,CANCELLED,28B,True
B1467,9520ad3d7a70d319e14e25c5b52c6b6257fe2f5dd6bb98d388da154d09afb415,UK115,2025-04-30 11:37:36.951,CANCELLED,25A,True
B1468,d53bf95834e2706661adf58091b3c62dd790be99457254b9d928c721b1549304,AI255,2025-07-16 11:37:36.951,CONFIRMED,14F,True
B1469,c34c08c1d9a4c7f2bfb10683732101b1221af7112c810547556524f8b020442c,6F001,2025-12-25 11:37:36.951,CONFIRMED,11A,True
B1470,ad3bdf275e916fdac402d01898ca3a3c574ac15d01c763ad5c76f9a772a79c2f,6F132,2025-05-27 11:37:36.951,CANCELLED,24E,True
B1471,8e3db6260921f94bb9ae157f337c44374facb3a9d586ffbf3e2154d807ab9e9f,UK184,2026-03-28 11:37:36.951,PENDING,8E,True
B1472,4c3a8fc84168a8bc126a5ca3af6e3f11b385eecb56dde50d00292dcc1c94ddff,6F098,2025-06-06 11:37:36.951,PENDING,3D,True
B1473,10d6d6ecb2a19a228670bab3cf934566fd9976ff05b8628d509958a3af826188,SJ168,2025-07-19 11:37:36.951,PENDING,21F,True
B1474,db08aaf372fd832f574ba708a918e51fa6ba08576a45004fd5fe14fc02ff2777,SJ178,2025-07-28 11:37:36.951,CANCELLED,14C,True
B1475,256c5e44719e844bb763f553a8626e4a668b28e4f71e8f1944f4c2ff6d097c34,UK111,2026-03-07 11:37:36.951,CANCELLED,2C,True
B1476,a759aaee0229400211580e1ddf0be6282fdb5e809de0389fc1b5944444cd749f,SJ051,2026-02-27 11:37:36.951,CANCELLED,32E,True
B1477,0dc9794bea46327cf2144b2ef6a23e05eb4caf4e2e093699f75cef32e0dcaa78,SJ193,2025-07-06 11:37:36.951,CANCELLED,18E,True
B1478,8902a17473b6c437ff8c43e32cd934e7c42b00cb9b0bcc915a31c2c87b31af06,SJ039,2026-02-24 11:37:36.951,CONFIRMED,28D,True
B1479,9c2461755b69c4ab97fdebbf778d8d1282e65164f889ae51c6c255fe6d33f20e,UK066,2025-12-17 11:37:36.951,CANCELLED,22B,True
B1480,9c98c8b1d89a4e55dce19251248a5b5625dd74a91c54075de00a12a03d978233,SJ050,2026-03-14 11:37:36.951,PENDING,34B,True
B1481,c40c05a54c634d27000ec2a324cd133a8f75e6c6b17a76f222eaa2d4022f889f,6F052,2025-06-11 11:37:36.951,CONFIRMED,4D,True
B1482,d3b928029d494708eb591e8d42c935363494bd162fb1cb01829009349f88a1cb,SJ170,2025-08-29 11:37:36.951,PENDING,14E,True
B1483,493f03c091f1bb5b6181ee7ab114c66faeda7d62a9ca480f33d547d492e5b590,SJ119,2025-06-09 11:37:36.951,,26B,False
B1484,fd4ebc9dc6ac0128e148d02b89e1e098861fb5ee6cfc889d7d3d650a78290777,AI219,2025-05-07 11:37:36.951,CONFIRMED,13B,True
B1485,d871d6c1b0f4950d7432ed3b0be98732dd480e982ae01be6db6934de4e5f7012,6F220,2025-07-05 11:37:36.951,CANCELLED,12D,True
B1486,c78855de749f50c7f98e978b2cfdd41aa62ab578f4c1a64e282225ec59b10bc2,AI207,2025-05-04 11:37:36.951,CONFIRMED,3D,True
B1487,cbce6411448934040ed7d1dde13cdc5b1476b8c4547803701bcc1ff5d7a66ced,6F024,2026-01-26 11:37:36.951,PENDING,5E,True
B1488,22d376ef9d59991a42bcdcebe35f5a88750b13c18736b4849aeb338b61258bdf,SJ073,2025-05-04 11:37:36.951,CANCELLED,27E,True
B1489,cb4595eab2647a242da165867fc7547acb0bcb9b371785952c592621033867d4,SJ201,2025-07-08 11:37:36.951,CANCELLED,24F,True
B1490,3637cf9c2a0f3c442d1fc9871e196e275b5092307c15aaa343430617f1846df4,AI180,2026-03-10 11:37:36.951,CONFIRMED,29B,True
B1491,f82a60e2bbf27d94e8721e47f2b4b031cfbd46b5601b4b93cbc8e7ce409d28ec,UK022,2025-07-16 11:37:36.951,CONFIRMED,18F,True
B1492,95edae0cf7e42aad8885909c537182f636aeabc79386efbbfd48ab71b16f1d99,AI202,2026-03-27 11:37:36.951,CANCELLED,29C,True
B1493,7b3d44d6828e3b78308e415c43238352b0b6f56ef167c891dc1c9bb0aa38c364,6F212,2025-06-01 11:37:36.952,CONFIRMED,26D,True
B1494,fe31257e17d3e90525e09aca5aa6e17bf802824282552023f0a1b5291e996c1d,6F163,2025-06-09 11:37:36.952,CANCELLED,23F,True
B1495,499e7285cc098ec708ff0827412797bc0639092672141320cf102be85b3a672f,UK028,2025-10-15 11:37:36.952,CONFIRMED,27D,True
B1496,5b46c230b44c531a908051bb6c234888e249b44a92f98d515e82e9fdf1fb71bf,6F243,2026-03-21 11:37:36.952,PENDING,7D,True
B1497,b24576ecd2ed6403ddcd31b778d1bbb7344f6a124efad807c9397688faa70322,AI165,2025-09-02 11:37:36.952,CONFIRMED,11F,True
B1498,73ee0bb4a2c155aeed1fb6586e0965012a9fc446cb63b2adee5ffe3f0a8f5ccf,UK099,2025-07-18 11:37:36.952,PENDING,3D,True
B1499,39d1daf0321a65a7a8989f5b89cb63730fa04b1f78b6cde9b2f3502eab8f0d3a,AI033,2025-06-17 11:37:36.952,INVALID,17C,False
B1500,d645a3f176a42988183d2200a102f0dd10c25011d7269c08a05d7313fb10003d,UK056,2025-04-30 11:37:36.952,CONFIRMED,22D,True
B1501,2426b0a2227ebf71df01c02358fbe2e0c013c32dd2ed3111ac01227c7df8acd6,SJ122,2025-09-04 11:37:36.952,CANCELLED,23D,True
B1502,ea9422e929a13d02813de016955d26a0bfacef41fe3958c78687e7389e504468,AI086,2025-10-15 11:37:36.952,CONFIRMED,23F,True
B1503,92e8e78de5ea033f2f0c07afe5f92fb5b2a2d23595888da275d9af9fd7d03490,SJ011,2025-10-17 11:37:36.952,CONFIRMED,25C,True
B1504,e6450104d06644bf2863df9ed5582ce863511dbf53e43924bf1abbcc17608272,SJ021,2025-04-21 11:37:36.952,PENDING,4E,True
B1505,4efa49bff9c89314e81068129ac6d30efef6f560b1d61faed6b4b18fdab4e2f5,SJ106,2025-11-29 11:37:36.952,CONFIRMED,8F,True
B1506,c8666e35e4376147daa64fbecafd2397fec3516cc643574c7d70e26fb1040f2a,SJ026,2026-01-29 11:37:36.952,CANCELLED,9E,True
B1507,e1983cc03bd1e15f304800638b3586b3f744df3249efb51aa3f4cd8b0c105f37,SJ245,2025-11-27 11:37:36.952,PENDING,20A,True
B1508,fb80277747aac668145bc47a70b7ee1c7a652955c60fd434859603bc2bb0f212,AI023,2025-07-31 11:37:36.952,,9C,False
B1509,10d6d6ecb2a19a228670bab3cf934566fd9976ff05b8628d509958a3af826188,AI032,2025-09-25 11:37:36.952,CANCELLED,14F,True
B1510,e60442d25bc5f693c6cfc0937063c635de3a5baf3a0221977d97fdfdb824e54b,AI236,2025-05-11 11:37:36.952,CANCELLED,19F,True
B1511,ae37fa4a6e4efefde12bd52af53066456a5c1b5a8b5ad036317a0dc0218e0db1,6F094,2025-12-24 11:37:36.952,CANCELLED,15C,True
B1512,932990ec1a7797587578bdc8611fb94c98f194f57adeb99310c649a427a396c1,UK163,2025-12-21 11:37:36.952,PENDING,4A,True
B1513,671275e88f80ab6612b251a834bc7c2c958d795dd8d53e18ca9e1e16136f7771,UK163,2025-06-30 11:37:36.952,CONFIRMED,32B,True
B1514,8e3db6260921f94bb9ae157f337c44374facb3a9d586ffbf3e2154d807ab9e9f,SJ045,2025-05-07 11:37:36.952,CANCELLED,21E,True
B1515,afbd94f1848fd41087cc5acb8d09e72c4f5b0aad55a614d2754a32417907ca51,SJ006,2025-07-06 11:37:36.952,PENDING,26A,True
B1516,115f110efe2c65297179f84ceb6a5154ba53e08f2d9b5659b5417adaea4e61eb,SJ103,2025-08-05 11:37:36.952,CANCELLED,34F,True
B1517,611287edff2d9e602fc6312c5850f6c8c7f4718408f7c4e4adbda51ff8cefd15,6F221,2026-01-16 11:37:36.952,INVALID,31B,False
B1518,255778825079acb5b763b6559c5fc45e24e91da572163fe53460a36801cb563a,SJ147,2026-03-20 11:37:36.952,INVALID,30A,False
B1519,10760f5869cb3300ef931074f9a321622460186725400f7051c238775eac7953,SJ064,2026-03-25 11:37:36.952,PENDING,3C,True
B1520,eb351e94403b6f60c95255ea5125d89d492595be2f89a2d45b3d0257990ba1fe,AI028,2026-04-02 11:37:36.952,CONFIRMED,27A,True
B1521,120b27eb84582f377b5f050d3db3c581e073d05d4a308369ec0e71d4364d324b,AI148,2025-11-08 11:37:36.952,PENDING,31E,True
B1522,19e6df3eeb202a02ed4e1e0f8866f45558337bbbb2e80ceae25e0d804a6b4379,6F263,2025-08-31 11:37:36.952,CONFIRMED,1C,True
B1523,148b9ad00dca1b3d2358919e159c35911bb7a83968adaf8e861d72e83045df0a,SJ067,2025-05-19 11:37:36.952,PENDING,21F,True
B1524,8c032fa2e7fa614df341181caf802873c2b310da6a8bbd341529120c3cf6fea9,6F061,2025-06-17 11:37:36.952,PENDING,23D,True
B1525,bf4ff98420fadf43b6c000838d75a055de2f506c98c68535320fa5759aa300cd,AI254,2025-05-29 11:37:36.952,,11E,False
B1526,744d91a3215c2e077d7367ccc23bcd54d683bfcb0b98cd6f5b8d3e627b607f99,SJ136,2025-11-15 11:37:36.952,CONFIRMED,17D,True
B1527,d53bf95834e2706661adf58091b3c62dd790be99457254b9d928c721b1549304,AI046,2025-07-09 11:37:36.952,PENDING,8A,True
B1528,ecbb0131879dd73033d039b6a05dbbaf1f5427c77db7d4a05c8e6587a0d6cd65,UK174,2026-03-28 11:37:36.952,PENDING,6E,True
B1529,5c2ee892f9c113da083b5f93cb2cd85c59404e7f20884cd0a9799298b91cbc28,6F066,2025-04-30 11:37:36.952,,34C,False
B1530,a283a09aa25e74844adbaa72805adfee5de273ca179f93f31826cf2ad4dc9551,UK095,2025-12-08 11:37:36.952,INVALID,23E,False
B1531,2bb472f799372f4d0f11780096f1b1c58d98d65d1f611d7d7e881bd650f76a1e,6F063,2026-04-01 11:37:36.952,PENDING,30F,True
B1532,d9b6a9917a89ffe75a69702b745bac5690f52c4610df6ffa7c927dbe92f70f16,UK118,2025-04-22 11:37:36.952,PENDING,30A,True
B1533,b7bdfefb74cf63d4089f12a9cb9200236d2dde0c566a54fe4ed303ec12724707,UK218,2025-09-15 11:37:36.952,PENDING,28D,True
B1534,1da5ced675158aae1330e1b276fb9f70b0e2d9ca7441caf3321cabac534484ba,UK031,2025-09-11 11:37:36.952,CONFIRMED,34E,True
B1535,c298cecdba76c83f263350d53e080a96bd431f42cd19de6efdd702431a28ae0d,UK142,2026-04-02 11:37:36.952,PENDING,6C,True
B1536,0a7fd94c6462ec540a915ec379638303b93d6dfc232cab50baaa2fd78eab14ee,AI002,2025-06-01 11:37:36.952,,4C,False
B1537,24fc7c6096a40eed288c35c622b441eb6bbde8a9aec94edb595f67cc2e17b907,UK070,2025-10-08 11:37:36.952,CONFIRMED,21F,True
B1538,214570e8e57cbbedb0b4b324f9d19943a962fe8291da22434f634a5989e07f18,SJ121,2026-03-17 11:37:36.952,PENDING,8E,True
